Date,Time,Visitors in Blue Lagoon,Visitors in Machu Picchu,Visitors in Taj Mahal,Visitors in Doge's Palace,Visitors in Louvre Museum,Average Age - Blue Lagoon,Average Age - Machu Picchu,Average Age - Taj Mahal,Average Age - Doge's Palace,Average Age - Louvre Museum
2023-07-22,8:00,4665,3714,44322,5962,27058,26,25,29,28,35
2023-07-22,10:00,4465,3793,42749,5781,27608,29,32,23,19,43
2023-07-22,12:00,4142,3754,34968,4333,28949,31,32,34,30,38
2023-07-22,14:00,3891,3351,41596,5210,26773,27,30,24,25,46
2023-07-22,16:00,4225,3011,29700,3948,27892,34,29,26,43,33
2023-07-22,18:00,4511,3413,62700,5855,29788,25,24,34,32,47
2023-07-23,8:00,4361,3244,66815,4030,24442,31,26,23,26,29
2023-07-23,10:00,4840,2607,39821,3248,29247,25,35,30,23,30
2023-07-23,12:00,4735,2718,33520,3314,21638,23,23,26,20,44
2023-07-23,14:00,3703,3642,39510,4378,26907,23,35,33,28,47
2023-07-23,16:00,3929,3717,31687,5636,27023,27,30,26,37,41
2023-07-23,18:00,4845,3714,44980,5666,29204,32,35,23,39,37
2023-07-24,8:00,3930,3576,64545,5820,26575,26,30,23,23,33
2023-07-24,10:00,4216,3627,68676,5698,26198,26,29,24,30,27
2023-07-24,12:00,4003,3590,36837,3270,29327,29,23,33,20,54
2023-07-24,14:00,3707,3482,42955,4559,20512,33,30,31,19,49
2023-07-24,16:00,3838,3466,39281,3266,21365,35,25,24,41,30
2023-07-24,18:00,3425,3369,41917,4716,27834,25,32,27,45,27
2023-07-25,8:00,4183,3337,32757,4873,0,31,31,32,29,0
2023-07-25,10:00,4064,2878,64384,5741,0,23,22,24,25,0
2023-07-25,12:00,4328,3688,68912,4166,0,22,33,25,26,0
2023-07-25,14:00,3944,3201,32733,5428,0,30,29,33,19,0
2023-07-25,16:00,3692,3574,35081,5753,0,32,31,29,41,0
2023-07-25,18:00,3918,3689,36690,5600,0,30,24,26,31,0
2023-07-26,8:00,4842,3756,29673,5850,26025,23,26,25,21,39
2023-07-26,10:00,4900,3544,42318,5586,27558,28,23,33,28,43
2023-07-26,12:00,4372,3631,68306,5684,29724,29,26,33,19,39
2023-07-26,14:00,4564,3403,69928,5850,23458,25,31,25,26,46
2023-07-26,16:00,3651,2712,41545,5495,26593,22,25,25,45,51
2023-07-26,18:00,4592,3051,39803,4437,28074,26,23,33,40,47
2023-07-27,8:00,3743,3522,30294,5606,28662,34,32,34,26,36
2023-07-27,10:00,4047,3093,31630,3448,27280,31,22,33,24,52
2023-07-27,12:00,4216,2680,43093,3837,28069,24,22,32,27,47
2023-07-27,14:00,4697,2998,60146,5910,26650,23,27,27,22,36
2023-07-27,16:00,4413,3719,63453,5937,29493,25,28,29,32,53
2023-07-27,18:00,4483,3482,32507,5868,26885,23,26,24,35,38
2023-07-28,8:00,4018,3702,38602,5503,27043,28,29,25,21,35
2023-07-28,10:00,4464,3661,33628,5587,26929,33,34,32,27,54
2023-07-28,12:00,4388,3671,36328,5910,27744,23,33,33,28,49
2023-07-28,14:00,3694,2699,43534,3375,26978,33,25,32,20,32
2023-07-28,16:00,4262,2739,63360,5710,29067,22,31,23,41,50
2023-07-28,18:00,3361,3494,63005,5673,29133,29,22,23,42,47
2023-07-29,8:00,3320,3011,31552,3970,23041,34,28,28,26,49
2023-07-29,10:00,3598,3188,44402,5147,27998,35,28,24,28,49
2023-07-29,12:00,3527,3595,30242,3902,27765,25,28,27,28,29
2023-07-29,14:00,3760,3248,42665,5328,27308,27,32,33,30,47
2023-07-29,16:00,3803,3537,33097,5914,26571,25,24,29,36,28
2023-07-29,18:00,4752,3726,68640,5637,26053,23,26,28,36,32
2023-07-30,8:00,4139,3765,61948,5932,26604,32,23,31,27,49
2023-07-30,10:00,3955,3710,33618,5969,26324,32,27,32,26,42
2023-07-30,12:00,4259,3528,32236,5597,27571,25,24,30,23,48
2023-07-30,14:00,3231,3248,29920,4349,24980,32,27,25,22,53
2023-07-30,16:00,4288,3175,39169,5140,28573,24,31,33,35,54
2023-07-30,18:00,4441,3288,32188,5091,21236,28,22,26,33,45
2023-07-31,8:00,3762,2792,60238,5808,22380,26,31,31,24,54
2023-07-31,10:00,4650,3735,60204,5078,27177,28,22,31,30,28
2023-07-31,12:00,4016,2810,38799,4453,21517,29,31,27,24,47
2023-07-31,14:00,4297,3036,33552,4683,29453,31,34,34,25,34
2023-07-31,16:00,3510,3790,32927,5844,27533,23,25,24,32,54
2023-07-31,18:00,4815,3526,39164,5809,27791,34,25,23,43,38
2023-08-01,8:00,4812,3633,32390,5940,0,25,34,26,26,0
2023-08-01,10:00,3611,3608,62687,5519,0,22,24,27,21,0
2023-08-01,12:00,3838,3492,64951,4870,0,30,29,33,27,0
2023-08-01,14:00,4816,2593,43641,4764,0,22,33,33,27,0
2023-08-01,16:00,3652,2826,34160,4783,0,35,26,28,31,0
2023-08-01,18:00,3182,3424,43810,4700,0,35,34,29,34,0
2023-08-02,8:00,3981,3466,33126,5516,29062,34,32,28,25,29
2023-08-02,10:00,3247,3389,28816,3969,22150,25,31,34,24,28
2023-08-02,12:00,3516,3291,69012,5515,25319,31,33,27,28,48
2023-08-02,14:00,3408,3210,60192,3805,29231,34,24,28,20,53
2023-08-02,16:00,4770,3728,31645,5857,29766,28,29,29,32,43
2023-08-02,18:00,4742,3411,40816,5633,22864,23,32,31,39,48
2023-08-03,8:00,4176,3434,34314,5800,26864,25,29,27,29,27
2023-08-03,10:00,3914,3627,35374,5826,29207,28,30,32,24,34
2023-08-03,12:00,4353,3619,31700,5190,27965,32,34,25,30,49
2023-08-03,14:00,4259,2940,69359,5981,25857,33,32,28,23,27
2023-08-03,16:00,4686,3734,63893,4094,24487,34,23,28,34,31
2023-08-03,18:00,4987,3094,34811,4767,27750,33,35,31,31,30
2023-08-04,8:00,4114,2728,37288,5516,28822,29,33,30,26,48
2023-08-04,10:00,3554,3543,28504,3613,29804,25,34,29,26,33
2023-08-04,12:00,3753,2579,37813,3224,21077,26,27,24,23,49
2023-08-04,14:00,4804,2852,42671,5204,27300,23,24,27,27,51
2023-08-04,16:00,3602,3795,69579,5815,28158,26,23,24,41,52
2023-08-04,18:00,4730,3689,66773,5558,28271,33,27,32,45,54
2023-08-05,8:00,3638,3730,31816,5712,28122,26,22,34,28,34
2023-08-05,10:00,4180,3558,28717,5655,29941,28,25,28,19,40
2023-08-05,12:00,3779,3527,39676,5049,28553,23,32,23,23,53
2023-08-05,14:00,3211,3201,32434,4499,27181,30,29,30,24,47
2023-08-05,16:00,4562,3408,33057,5153,28138,32,34,29,45,46
2023-08-05,18:00,4142,3042,64008,5888,22529,22,28,32,30,44
2023-08-06,8:00,4939,3558,64994,5969,23260,34,27,29,21,44
2023-08-06,10:00,3747,3026,32234,3643,20363,28,22,23,20,39
2023-08-06,12:00,4349,2812,31764,5944,27481,32,22,28,22,48
2023-08-06,14:00,2862,3274,39181,4170,28286,31,32,34,27,34
2023-08-06,16:00,4043,3433,32637,5553,27424,35,24,31,30,34
2023-08-06,18:00,4705,3758,30104,5708,26845,35,34,29,39,38
2023-08-07,8:00,4608,3595,69447,5867,29032,22,28,25,26,35
2023-08-07,10:00,4922,3730,66801,5928,27327,35,35,29,21,47
2023-08-07,12:00,3633,3428,38674,5589,29162,29,28,24,23,49
2023-08-07,14:00,3951,3205,36385,5028,28230,24,28,33,26,41
2023-08-07,16:00,2848,3215,39999,3503,28583,32,32,30,44,52
2023-08-07,18:00,3857,2922,31719,3963,23255,28,26,28,40,52
2023-08-08,8:00,4860,3088,30581,5173,0,32,35,25,19,0
2023-08-08,10:00,3900,3304,62565,5803,0,29,35,31,27,0
2023-08-08,12:00,4280,3792,62763,5359,0,23,33,25,27,0
2023-08-08,14:00,3308,2904,33991,4077,0,32,26,29,23,0
2023-08-08,16:00,4740,3523,38531,5505,0,30,32,33,36,0
2023-08-08,18:00,4584,3418,39064,5917,0,32,31,30,41,0
2023-08-09,8:00,3623,3501,39312,5690,27305,23,28,29,27,41
2023-08-09,10:00,3820,3791,32780,5833,27572,23,24,29,25,37
2023-08-09,12:00,3914,3476,64177,5931,29653,35,28,28,23,29
2023-08-09,14:00,3493,3428,66476,5526,26312,24,25,24,28,49
2023-08-09,16:00,4233,3461,30382,5629,28956,27,30,32,39,40
2023-08-09,18:00,4900,2796,44915,5260,27723,32,26,24,45,33
2023-08-10,8:00,3819,3709,40508,3502,25465,31,27,32,29,34
2023-08-10,10:00,4704,3214,28634,4779,20498,31,23,24,25,40
2023-08-10,12:00,4950,3483,39996,3359,26062,35,33,32,30,38
2023-08-10,14:00,4217,3465,60002,5653,27165,35,26,29,24,40
2023-08-10,16:00,3837,3460,68397,5741,28944,32,23,26,40,39
2023-08-10,18:00,3866,3425,40327,5680,29856,28,33,29,35,54
2023-08-11,8:00,3687,3470,42394,5513,27772,25,23,33,19,52
2023-08-11,10:00,4054,3502,30890,5679,27760,33,22,34,20,29
2023-08-11,12:00,5156,3725,38858,5624,29766,28,23,29,30,42
2023-08-11,14:00,4371,2862,36026,4391,27838,23,25,31,27,47
2023-08-11,16:00,3956,3168,63306,5713,26077,29,35,26,32,42
2023-08-11,18:00,4952,3558,60897,4373,20135,28,34,24,32,39
2023-08-12,8:00,3630,3205,37277,5263,29292,27,35,25,30,41
2023-08-12,10:00,4975,3286,37471,4314,27199,28,29,29,21,46
2023-08-12,12:00,3710,3523,42896,4343,24033,25,23,26,28,35
2023-08-12,14:00,4967,3197,43240,5179,28604,27,23,28,22,38
2023-08-12,16:00,4967,3725,42683,5752,26017,23,34,29,35,41
2023-08-12,18:00,3841,3512,60670,5559,27890,25,22,33,39,33
2023-08-13,8:00,4301,3712,67291,5765,28450,31,31,27,19,44
2023-08-13,10:00,4501,3564,39767,5908,26204,33,31,27,24,37
2023-08-13,12:00,4340,3460,41006,5278,23151,29,27,32,27,43
2023-08-13,14:00,2865,3654,43768,3930,24594,30,35,25,20,46
2023-08-13,16:00,4171,3468,44633,5536,20561,29,25,26,34,44
2023-08-13,18:00,3577,2652,29892,3697,25400,25,23,34,30,53
2023-08-14,8:00,3587,3236,63439,5733,27333,31,35,23,19,44
2023-08-14,10:00,3980,3326,62854,4628,23314,31,32,34,19,41
2023-08-14,12:00,3408,2692,39577,3747,23960,22,29,26,20,46
2023-08-14,14:00,4638,3126,39763,4160,25461,31,25,31,28,52
2023-08-14,16:00,2815,3661,39618,5631,28526,24,25,33,30,32
2023-08-14,18:00,4920,3417,36235,5823,28211,22,29,27,45,35
2023-08-15,8:00,4585,3409,30618,5845,0,34,33,33,30,0
2023-08-15,10:00,4843,3491,64678,5631,0,35,29,29,29,0
2023-08-15,12:00,3966,3538,63163,5232,0,35,27,29,20,0
2023-08-15,14:00,3979,2980,30942,3720,0,22,29,33,30,0
2023-08-15,16:00,4452,2948,29925,3229,0,35,32,34,41,0
2023-08-15,18:00,3239,3532,30972,5874,0,23,35,31,33,0
2023-08-16,8:00,3889,3368,39705,5251,22806,31,34,23,27,46
2023-08-16,10:00,4755,2839,38640,3708,22255,35,23,26,22,54
2023-08-16,12:00,4673,3460,60990,5736,29092,22,29,25,22,34
2023-08-16,14:00,4259,3251,61812,4758,28286,28,23,23,21,35
2023-08-16,16:00,4046,3594,43935,5515,27750,35,28,29,38,30
2023-08-16,18:00,4021,3605,41145,5521,24432,29,35,32,38,36
2023-08-17,8:00,4812,3686,28489,5984,26803,34,27,29,28,33
2023-08-17,10:00,4801,3800,39748,5571,29295,24,29,34,28,29
2023-08-17,12:00,4207,3765,31516,5039,29159,23,29,27,21,50
2023-08-17,14:00,4538,3104,63340,5945,25656,29,30,33,28,49
2023-08-17,16:00,3219,3797,66410,5216,21452,24,32,33,34,46
2023-08-17,18:00,3875,3008,28053,4453,29435,24,32,29,37,34
2023-08-18,8:00,3581,2652,44999,4943,29559,27,27,30,24,48
2023-08-18,10:00,3408,3713,33944,5510,22322,32,25,31,26,38
2023-08-18,12:00,3342,3002,35404,4288,29862,27,27,24,30,34
2023-08-18,14:00,3261,3353,28954,5512,28027,27,27,28,24,44
2023-08-18,16:00,4465,3788,61629,5837,29001,26,23,29,35,43
2023-08-18,18:00,3837,3659,66859,5800,27768,24,35,25,32,48
2023-08-19,8:00,4754,3563,36841,5877,28000,33,28,25,25,45
2023-08-19,10:00,4746,3405,38539,5674,22989,24,22,26,29,47
2023-08-19,12:00,5063,3548,40682,3675,27089,28,26,32,22,27
2023-08-19,14:00,4126,3216,31278,4489,21169,35,35,30,29,52
2023-08-19,16:00,3541,2617,34539,3528,24710,35,26,28,44,39
2023-08-19,18:00,4642,2984,60370,5960,26590,34,34,24,31,50
2023-08-20,8:00,4853,3800,60857,5039,20386,28,33,29,27,35
2023-08-20,10:00,3654,3165,32886,4386,22430,31,25,28,20,41
2023-08-20,12:00,4421,3450,40945,3637,28340,32,22,29,27,35
2023-08-20,14:00,3081,3667,35485,4590,29348,30,29,33,24,45
2023-08-20,16:00,4085,3560,41680,5964,27405,31,33,23,34,37
2023-08-20,18:00,4624,3669,44767,5737,26123,26,28,31,39,41
2023-08-21,8:00,4322,3455,64334,5698,29997,28,35,32,24,52
2023-08-21,10:00,4955,3627,64290,5999,29338,27,24,34,23,36
2023-08-21,12:00,4835,3736,40226,5263,27813,31,31,23,19,50
2023-08-21,14:00,3286,2648,41440,5044,21876,32,32,31,23,53
2023-08-21,16:00,3464,3245,43020,4519,23896,35,24,34,38,49
2023-08-21,18:00,4061,2643,32251,4067,29816,28,28,27,33,44
2023-08-22,8:00,4922,3249,40180,5758,0,24,35,33,19,0
2023-08-22,10:00,3260,3283,60922,5775,0,28,27,28,25,0
2023-08-22,12:00,3996,3539,62915,4183,0,29,22,26,21,0
2023-08-22,14:00,3294,2912,35957,4462,0,27,35,29,19,0
2023-08-22,16:00,3985,3619,43796,5568,0,23,25,31,45,0
2023-08-22,18:00,5176,3407,29230,5800,0,30,30,32,30,0
2023-08-23,8:00,4770,3743,38627,5505,29619,32,27,25,25,28
2023-08-23,10:00,4869,3786,38006,5719,29670,25,32,30,22,36
2023-08-23,12:00,4560,3674,64933,5753,27141,30,31,29,22,54
2023-08-23,14:00,3496,3552,69555,4006,24031,34,22,32,23,46
2023-08-23,16:00,4346,2565,44377,5093,28550,26,26,34,45,41
2023-08-23,18:00,4878,2578,28203,4609,22168,25,23,29,40,39
2023-08-24,8:00,3493,3797,44544,5866,23742,24,22,28,19,44
2023-08-24,10:00,4927,3135,43899,4518,22844,34,30,28,30,29
2023-08-24,12:00,4679,2701,31748,4341,22211,31,23,24,30,50
2023-08-24,14:00,3598,3477,66718,5904,26972,35,22,25,23,46
2023-08-24,16:00,4942,3549,62581,5667,26360,34,31,30,42,48
2023-08-24,18:00,4545,3445,29093,5984,28632,22,34,23,33,52
2023-08-25,8:00,4854,3512,43228,5750,21092,22,35,31,26,53
2023-08-25,10:00,4133,3490,44034,5581,29190,27,31,25,23,48
2023-08-25,12:00,4001,3540,33710,5813,26852,22,34,32,19,44
2023-08-25,14:00,4815,2788,37732,5999,21624,22,25,27,21,46
2023-08-25,16:00,3329,3400,62875,5865,21756,22,23,31,40,43
2023-08-25,18:00,3491,3788,63191,3211,27818,25,26,26,42,39
2023-08-26,8:00,3475,2910,28689,5412,25119,28,26,23,19,53
2023-08-26,10:00,4111,2876,30103,4517,25150,31,35,32,29,51
2023-08-26,12:00,3725,3583,28365,4742,26026,25,22,23,23,34
2023-08-26,14:00,3254,3345,42010,5325,26240,28,34,25,21,50
2023-08-26,16:00,4801,3551,39767,5933,29580,34,31,27,39,49
2023-08-26,18:00,4338,3722,68092,5564,26665,28,30,31,37,36
2023-08-27,8:00,4649,3638,64172,5601,28612,35,22,28,23,34
2023-08-27,10:00,5064,3514,43623,5950,27165,33,34,23,21,30
2023-08-27,12:00,4364,3718,30378,4068,29423,24,35,25,30,42
2023-08-27,14:00,3441,3568,40031,4011,26975,22,27,25,23,32
2023-08-27,16:00,4466,3105,33669,5022,20975,30,33,29,31,31
2023-08-27,18:00,3923,3494,30735,3966,24318,33,29,29,36,45
2023-08-28,8:00,4413,3059,69867,5581,25923,22,27,34,19,28
2023-08-28,10:00,4001,3661,68490,4944,22313,31,32,24,28,43
2023-08-28,12:00,3937,2511,28956,5456,29497,33,34,34,19,40
2023-08-28,14:00,3957,2655,37306,3721,25641,27,31,33,27,41
2023-08-28,16:00,3366,3571,34623,5528,26787,23,27,26,34,52
2023-08-28,18:00,4899,3800,42908,5803,28428,32,30,29,36,53
2023-08-29,8:00,5032,3695,32460,5981,0,28,22,32,30,0
2023-08-29,10:00,3939,3576,67002,5964,0,26,31,30,28,0
2023-08-29,12:00,3752,3740,66396,4725,0,26,23,32,24,0
2023-08-29,14:00,4788,2556,30850,4669,0,22,22,27,22,0
2023-08-29,16:00,4621,3354,41299,5875,0,35,28,25,33,0
2023-08-29,18:00,3803,3647,38698,4713,0,22,25,34,35,0
2023-08-30,8:00,3626,2702,32594,3980,27483,23,26,30,26,41
2023-08-30,10:00,4202,3196,42282,4651,21363,24,29,27,28,45
2023-08-30,12:00,4710,3132,66644,5546,23959,27,33,30,21,49
2023-08-30,14:00,3403,3401,62850,5338,26589,26,28,26,29,54
2023-08-30,16:00,4335,3729,42933,5552,27749,31,27,23,43,33
2023-08-30,18:00,3924,3762,28165,5717,21718,27,23,31,43,49
2023-08-31,8:00,4881,3779,38701,5847,28575,29,34,23,26,40
2023-08-31,10:00,4549,3755,28919,5576,26540,27,32,23,29,42
2023-08-31,12:00,5151,3615,36305,3755,29487,31,30,29,19,35
2023-08-31,14:00,4150,3471,63504,5655,27634,28,33,29,23,53
2023-08-31,16:00,4573,3754,60991,5249,28482,33,24,34,32,29
2023-08-31,18:00,4138,3386,43715,4580,23935,33,31,27,33,48
2023-09-01,8:00,4156,2522,31839,4024,24809,35,22,33,21,31
2023-09-01,10:00,3693,3354,39618,4792,23958,28,29,27,29,32
2023-09-01,12:00,3634,2685,41519,4281,23859,26,32,25,19,36
2023-09-01,14:00,4649,2748,38776,4403,29954,32,35,33,22,51
2023-09-01,16:00,4503,3636,60067,5992,27255,33,23,30,31,41
2023-09-01,18:00,3970,3692,69788,5656,27235,35,29,32,41,37
2023-09-02,8:00,4532,3533,33660,5534,26007,29,30,24,21,37
2023-09-02,10:00,3848,3720,32478,5574,20138,30,34,34,19,49
2023-09-02,12:00,4490,3789,36210,3570,27657,27,31,26,28,37
2023-09-02,14:00,3380,2933,38922,3786,26185,32,28,27,24,33
2023-09-02,16:00,3902,2521,31521,3528,24428,29,23,24,39,36
2023-09-02,18:00,4198,3372,60572,5577,29448,23,35,31,41,31
2023-09-03,8:00,4874,3799,67082,4990,27237,22,23,27,29,47
2023-09-03,10:00,3277,3164,33395,3976,21039,31,28,30,20,43
2023-09-03,12:00,4118,2624,43407,5222,22738,24,24,32,23,46
2023-09-03,14:00,3684,3278,39094,5551,28116,28,31,26,24,28
2023-09-03,16:00,3535,3745,28650,5566,28100,35,30,25,33,42
2023-09-03,18:00,3649,3450,33741,5720,26684,23,23,29,44,50
2023-09-04,8:00,3684,3615,66838,5966,26993,27,32,31,22,39
2023-09-04,10:00,4294,3575,62587,5663,27797,34,24,33,21,32
2023-09-04,12:00,3603,3757,31262,4703,29450,27,29,29,25,54
2023-09-04,14:00,4192,2752,32996,5622,21348,35,33,25,23,45
2023-09-04,16:00,3116,3445,39826,4907,21824,35,27,34,32,50
2023-09-04,18:00,4334,3238,30827,4945,23534,27,23,25,43,37
2023-09-05,8:00,4557,2605,42211,3387,0,27,29,29,19,0
2023-09-05,10:00,3962,2692,65232,5690,0,35,24,33,30,0
2023-09-05,12:00,4356,3515,62217,4309,0,30,32,32,30,0
2023-09-05,14:00,3811,2801,42232,5721,0,30,35,32,27,0
2023-09-05,16:00,4204,3435,42026,5605,0,26,27,33,40,0
2023-09-05,18:00,4513,3603,41878,5831,0,34,25,26,42,0
2023-09-06,8:00,4398,3666,34837,5795,26857,26,35,33,23,27
2023-09-06,10:00,3718,3667,35031,5518,27263,28,29,27,22,29
2023-09-06,12:00,3949,3569,69290,5546,27488,24,34,33,24,27
2023-09-06,14:00,4116,3750,69131,4162,29322,29,23,33,24,37
2023-09-06,16:00,3886,2954,31716,5722,24275,32,35,25,42,46
2023-09-06,18:00,3741,3150,31414,4369,23183,24,34,26,33,30
2023-09-07,8:00,3878,3491,28570,4605,20354,32,28,32,21,51
2023-09-07,10:00,3560,3063,41288,3716,25029,25,22,26,27,41
2023-09-07,12:00,3907,3298,28917,5088,22774,24,34,30,28,34
2023-09-07,14:00,4676,3300,66982,5925,26588,22,27,26,20,28
2023-09-07,16:00,4776,3540,67427,5967,27760,28,27,33,34,41
2023-09-07,18:00,4284,3545,34336,5593,26604,28,33,34,42,31
2023-09-08,8:00,3929,3713,44999,5605,23922,25,22,32,25,40
2023-09-08,10:00,3818,3583,37941,5632,28228,22,34,23,28,47
2023-09-08,12:00,3807,3551,40380,3513,26173,22,28,32,25,47
2023-09-08,14:00,4893,3212,39667,3790,20353,28,25,24,22,43
2023-09-08,16:00,4044,2627,64529,5711,25434,26,24,28,40,48
2023-09-08,18:00,4963,3486,61135,4743,20433,29,22,30,37,28
2023-09-09,8:00,3284,3322,40192,5406,28450,33,29,32,19,33
2023-09-09,10:00,3884,2752,36566,5908,29963,28,28,26,29,28
2023-09-09,12:00,3044,3585,35226,5085,20867,30,27,23,24,37
2023-09-09,14:00,4071,2729,33162,4826,28606,23,31,30,22,36
2023-09-09,16:00,4222,3670,44590,5735,28052,27,35,26,44,38
2023-09-09,18:00,4958,3658,64875,5973,29645,31,28,25,45,29
2023-09-10,8:00,4835,3698,61319,5788,28003,26,34,27,21,52
2023-09-10,10:00,4195,3597,29141,5909,26595,35,32,28,28,41
2023-09-10,12:00,4284,3722,32627,4697,22597,22,22,25,19,40
2023-09-10,14:00,3813,3255,42501,4579,25764,29,26,26,23,33
2023-09-10,16:00,4213,3330,30690,3879,20393,32,23,23,30,52
2023-09-10,18:00,4997,2702,35323,5361,23754,28,34,34,43,27
2023-09-11,8:00,3549,3282,63255,5884,24370,23,35,32,21,40
2023-09-11,10:00,3481,3337,68281,4746,24521,22,25,33,26,45
2023-09-11,12:00,3492,2921,33213,4993,27699,29,32,24,25,47
2023-09-11,14:00,4492,3314,32108,5312,26237,24,30,30,29,46
2023-09-11,16:00,3783,3456,37802,5978,26482,33,23,33,34,31
2023-09-11,18:00,3619,3449,39413,5671,26213,33,23,34,30,39
2023-09-12,8:00,4358,3470,42995,5771,0,34,26,25,28,0
2023-09-12,10:00,4004,3798,67175,5649,0,25,29,27,20,0
2023-09-12,12:00,4738,3481,67129,4585,0,31,30,23,24,0
2023-09-12,14:00,3900,2871,33021,5393,0,28,26,24,19,0
2023-09-12,16:00,4179,3116,34582,4142,0,31,22,26,42,0
2023-09-12,18:00,2825,3799,41455,4509,0,33,34,33,45,0
2023-09-13,8:00,3765,3013,41117,4233,20663,33,26,25,20,41
2023-09-13,10:00,4905,3371,29262,5986,22832,33,32,23,21,54
2023-09-13,12:00,3594,2583,65047,5685,29265,24,22,30,29,38
2023-09-13,14:00,4200,3242,69135,4820,26478,29,29,34,24,53
2023-09-13,16:00,4604,3553,35382,5963,28275,31,35,29,32,43
2023-09-13,18:00,4122,3726,31327,5633,25992,28,30,25,41,51
2023-09-14,8:00,5162,3493,38020,5822,29528,28,25,29,30,27
2023-09-14,10:00,4461,3697,44848,5796,28569,34,30,28,19,49
2023-09-14,12:00,4706,3532,42062,3370,28196,26,25,30,24,42
2023-09-14,14:00,4001,2894,63294,5712,25177,31,34,27,23,33
2023-09-14,16:00,3749,3264,66774,4753,28353,22,22,31,44,30
2023-09-14,18:00,4668,2789,43160,4795,27006,23,35,24,36,35
2023-09-15,8:00,3286,2875,29230,4823,20082,30,22,25,19,35
2023-09-15,10:00,3632,3666,37076,3226,29692,31,27,23,20,43
2023-09-15,12:00,3586,3397,31805,4213,23178,34,33,31,27,30
2023-09-15,14:00,4162,2712,42715,4291,27450,29,34,34,29,37
2023-09-15,16:00,3867,3547,65750,5777,26394,27,31,26,31,29
2023-09-15,18:00,5021,3460,63856,5907,26800,28,29,33,38,29
2023-09-16,8:00,3885,3548,31135,5539,26185,28,29,24,21,36
2023-09-16,10:00,4297,3487,34953,5608,29915,27,27,33,19,38
2023-09-16,12:00,4564,3723,29546,3273,26557,24,34,27,24,52
2023-09-16,14:00,3568,3394,43457,5825,21980,24,29,26,20,42
2023-09-16,16:00,3854,2895,30411,3879,24541,31,26,32,31,38
2023-09-16,18:00,4645,3289,62617,5761,27808,31,28,28,36,34
2023-09-17,8:00,4941,3603,68954,4591,20829,29,28,28,24,45
2023-09-17,10:00,3853,2581,32145,4048,23519,33,28,25,23,42
2023-09-17,12:00,3896,3140,30775,4069,23382,28,23,29,30,37
2023-09-17,14:00,3823,3485,41193,3436,28134,34,23,23,23,35
2023-09-17,16:00,4807,3781,40851,5714,27272,35,28,29,38,43
2023-09-17,18:00,4514,3752,41070,5865,29912,26,22,30,33,42
2023-09-18,8:00,3887,3679,66628,5785,29511,31,30,28,28,33
2023-09-18,10:00,3694,3669,63155,5877,29328,27,30,29,28,46
2023-09-18,12:00,4268,3691,31970,5908,29348,32,31,28,28,43
2023-09-18,14:00,3240,2952,42119,4105,29127,25,35,33,26,50
2023-09-18,16:00,3130,3223,32331,5623,25909,31,22,25,30,52
2023-09-18,18:00,4378,3455,38295,3818,21225,32,29,23,38,29
2023-09-19,8:00,3703,3362,29942,5900,0,24,22,33,22,0
2023-09-19,10:00,3474,2810,66026,5575,0,28,27,26,19,0
2023-09-19,12:00,4889,3660,68301,4232,0,35,27,32,22,0
2023-09-19,14:00,4788,2707,44575,5443,0,24,27,23,21,0
2023-09-19,16:00,3378,3679,41404,5794,0,24,30,28,44,0
2023-09-19,18:00,3736,3604,28861,5779,0,32,26,27,34,0
2023-09-20,8:00,4366,3551,37275,5880,29996,34,26,26,29,28
2023-09-20,10:00,4587,3425,32134,5617,28670,26,23,30,28,38
2023-09-20,12:00,4803,3593,67587,5789,26686,25,22,26,22,35
2023-09-20,14:00,4405,3535,68828,4046,29690,31,32,25,29,30
2023-09-20,16:00,4482,2921,44351,5123,21688,24,35,31,30,52
2023-09-20,18:00,3442,3249,32131,5811,29547,30,23,23,36,48
2023-09-21,8:00,2996,3520,40057,3833,22447,31,24,26,20,31
2023-09-21,10:00,3725,2996,39349,5926,20867,25,23,27,23,54
2023-09-21,12:00,3831,3086,39486,4217,26952,23,31,28,25,43
2023-09-21,14:00,4610,3446,65457,5507,29008,22,33,33,26,49
2023-09-21,16:00,3607,3562,66079,5868,29524,31,28,31,40,47
2023-09-21,18:00,4892,3698,40453,5544,27000,29,22,33,44,38
2023-09-22,8:00,4794,3428,40158,5843,22016,24,35,28,19,27
2023-09-22,10:00,4290,3564,43735,5744,29475,31,27,26,30,36
2023-09-22,12:00,3769,3736,43830,4842,27988,28,29,24,27,53
2023-09-22,14:00,3358,3197,43125,4416,28431,31,27,24,24,34
2023-09-22,16:00,4732,3065,67542,5917,25305,32,25,33,30,37
2023-09-22,18:00,3646,3494,62011,4048,28239,33,35,24,34,37
2023-09-23,8:00,4889,2541,31373,4580,24049,26,22,26,20,44
2023-09-23,10:00,4217,3423,38335,3261,25606,27,25,29,28,44
2023-09-23,12:00,3880,3484,38692,4285,23457,27,32,32,23,28
2023-09-23,14:00,4742,3438,42527,5669,29279,23,33,27,21,45
2023-09-23,16:00,3311,3786,40773,5781,29228,32,25,24,32,40
2023-09-23,18:00,3647,3537,61289,5620,27248,24,29,28,44,54
2023-09-24,8:00,3975,3586,61447,5779,27167,33,26,28,26,39
2023-09-24,10:00,4427,3797,42139,5538,29490,24,29,33,19,30
